lcl|CP009978.1_prot_ALR17321.1_21	FIG|691.12.PEG.2905	100.000	100	474	474	474	965	0.0
lcl|CP009978.1_prot_ALR17322.1_22	FIG|691.12.PEG.2906	100.000	100	474	474	474	974	0.0
lcl|CP009978.1_prot_ALR17323.1_23	FIG|691.12.PEG.2907	100.000	100	395	395	395	828	0.0
lcl|CP009978.1_prot_ALR17324.1_24	FIG|691.12.PEG.2908	100.000	100	578	578	578	1167	0.0
lcl|CP009978.1_prot_ALR17325.1_25	FIG|691.12.PEG.2909	100.000	100	316	316	316	651	0.0
lcl|CP009978.1_prot_ALR17326.1_26	FIG|691.12.PEG.2910	100.000	100	608	608	608	1250	0.0
lcl|CP009978.1_prot_ALR17327.1_27	FIG|691.12.PEG.2911	100.000	100	698	698	698	1441	0.0
lcl|CP009978.1_prot_ALR17328.1_28	FIG|691.12.PEG.2912	100.000	100	261	261	261	530	0.0
lcl|CP009978.1_prot_ALR17329.1_29	FIG|691.12.PEG.2913	100.000	100	309	309	309	634	0.0
lcl|CP009978.1_prot_ALR17330.1_30	FIG|691.12.PEG.2914	100.000	100	655	655	655	1264	0.0
lcl|CP009978.1_prot_ALR17331.1_31	FIG|691.12.PEG.2915	100.000	100	281	281	281	587	0.0
lcl|CP009978.1_prot_ALR17332.1_32	FIG|691.12.PEG.2916	100.000	100	446	446	446	898	0.0
lcl|CP009978.1_prot_ALR17333.1_33	FIG|691.12.PEG.2917	100.000	100	573	573	573	1165	0.0
lcl|CP009978.1_prot_ALR17334.1_34	FIG|691.12.PEG.2918	100.000	100	190	190	190	351	1.60e-126
lcl|CP009978.1_prot_ALR17335.1_35	FIG|691.12.PEG.2919	100.000	96	218	210	210	437	1.34e-159
lcl|CP009978.1_prot_ALR17336.1_36	FIG|691.12.PEG.2920	100.000	100	222	222	222	450	9.50e-165
lcl|CP009978.1_prot_ALR17337.1_37	FIG|691.12.PEG.2921	100.000	100	66	66	66	129	2.02e-42
lcl|CP009978.1_prot_ALR17338.1_38	FIG|691.12.PEG.2922	100.000	100	318	318	318	654	0.0
lcl|CP009978.1_prot_ALR17339.1_39	FIG|691.12.PEG.2923	100.000	100	308	308	308	634	0.0
lcl|CP009978.1_prot_ALR17340.1_40	FIG|691.12.PEG.2924	100.000	100	158	158	158	324	7.06e-117
lcl|CP009978.1_prot_ALR17341.1_41	FIG|691.12.PEG.2925	100.000	100	334	334	334	685	0.0
lcl|CP009978.1_prot_ALR17342.1_42	FIG|691.12.PEG.2926	100.000	100	623	623	623	1234	0.0
lcl|CP009978.1_prot_ALR17343.1_43	FIG|691.12.PEG.2927	100.000	100	547	548	547	1118	0.0
lcl|CP009978.1_prot_ALR17344.1_44	FIG|691.12.PEG.2928	100.000	100	249	249	249	517	0.0
lcl|CP009978.1_prot_ALR17345.1_45	FIG|691.12.PEG.2929	100.000	100	287	287	287	574	0.0
lcl|CP009978.1_prot_ALR17346.1_46	FIG|691.12.PEG.2930	100.000	100	310	310	310	604	0.0
lcl|CP009978.1_prot_ALR17347.1_47	FIG|691.12.PEG.2931	100.000	100	273	273	273	550	0.0
lcl|CP009978.1_prot_ALR17348.1_48	FIG|691.12.PEG.2932	100.000	100	547	547	547	1089	0.0
lcl|CP009978.1_prot_ALR17349.1_49	FIG|691.12.PEG.2933	100.000	100	443	443	443	907	0.0
lcl|CP009978.1_prot_ALR17350.1_50	FIG|691.12.PEG.2934	100.000	100	81	81	81	157	4.01e-53
lcl|CP009978.1_prot_ALR17351.1_51	FIG|691.12.PEG.2935	100.000	100	301	308	301	616	0.0
lcl|CP009978.1_prot_ALR17352.1_52	FIG|691.12.PEG.2936	100.000	100	471	471	471	985	0.0
lcl|CP009978.1_prot_ALR17353.1_53	FIG|691.12.PEG.2937	99.578	87	271	237	237	486	4.98e-178
lcl|CP009978.1_prot_ALR17354.1_54	FIG|691.12.PEG.2938	100.000	100	316	316	316	660	0.0
lcl|CP009978.1_prot_ALR17355.1_55	FIG|691.12.PEG.2939	100.000	100	236	236	236	486	2.45e-178
lcl|CP009978.1_prot_ALR17356.1_56	FIG|691.12.PEG.2940	100.000	100	489	489	489	1026	0.0
lcl|CP009978.1_prot_ALR17357.1_57	FIG|691.12.PEG.2941	100.000	100	494	494	494	1023	0.0
lcl|CP009978.1_prot_ALR17358.1_58	FIG|691.12.PEG.2942	100.000	100	527	527	527	1087	0.0
lcl|CP009978.1_prot_ALR17359.1_59	FIG|691.12.PEG.2943	100.000	100	125	125	125	255	1.55e-90
lcl|CP009978.1_prot_ALR17360.1_60	FIG|691.12.PEG.2944	100.000	100	377	377	377	770	0.0
lcl|CP009978.1_prot_ALR17361.1_61	FIG|691.12.PEG.2945	100.000	100	182	182	182	358	8.60e-130
lcl|CP009978.1_prot_ALR17362.1_62	FIG|691.12.PEG.2946	100.000	100	393	393	393	786	0.0
lcl|CP009978.1_prot_ALR17363.1_63	FIG|691.12.PEG.2947	100.000	100	284	284	284	576	0.0
lcl|CP009978.1_prot_ALR17364.1_64	FIG|691.12.PEG.2948	100.000	100	256	256	256	526	0.0
lcl|CP009978.1_prot_ALR17365.1_65	FIG|691.12.PEG.2949	100.000	100	166	166	166	344	1.22e-124
lcl|CP009978.1_prot_ALR17366.1_66	FIG|691.12.PEG.2950	100.000	100	325	325	325	679	0.0
lcl|CP009978.1_prot_ALR17367.1_67	FIG|691.12.PEG.2951	100.000	100	91	91	91	189	8.13e-66
lcl|CP009978.1_prot_ALR17368.1_68	FIG|691.12.PEG.2952	100.000	100	244	244	244	510	0.0
lcl|CP009978.1_prot_ALR17369.1_69	FIG|691.12.PEG.2953	100.000	100	786	786	786	1631	0.0
lcl|CP009978.1_prot_ALR17370.1_70	FIG|691.12.PEG.2954	100.000	100	165	165	165	339	1.70e-122
lcl|CP009978.1_prot_ALR17371.1_71	FIG|691.12.PEG.2955	100.000	100	677	677	677	1399	0.0
lcl|CP009978.1_prot_ALR17372.1_72	FIG|691.12.PEG.2956	100.000	100	299	324	299	621	0.0
lcl|CP009978.1_prot_ALR17373.1_73	FIG|691.12.PEG.2957	100.000	100	563	563	563	1104	0.0
lcl|CP009978.1_prot_ALR17374.1_74	FIG|691.12.PEG.2958	100.000	100	380	380	380	773	0.0
lcl|CP009978.1_prot_ALR17375.1_75	FIG|691.12.PEG.2959	100.000	100	115	115	115	239	1.78e-84
lcl|CP009978.1_prot_ALR17376.1_76	FIG|691.12.PEG.2960	100.000	100	367	367	367	745	0.0
lcl|CP009978.1_prot_ALR17377.1_77	FIG|691.12.PEG.2961	100.000	100	239	239	239	495	0.0
lcl|CP009978.1_prot_ALR17378.1_78	FIG|691.12.PEG.2962	100.000	100	145	145	145	305	1.33e-109
lcl|CP009978.1_prot_ALR18825.1_79	FIG|691.12.PEG.2963	100.000	100	67	67	67	140	8.64e-47
lcl|CP009978.1_prot_ALR17379.1_80	FIG|691.12.PEG.2964	100.000	100	66	66	66	133	4.56e-44
lcl|CP009978.1_prot_ALR17380.1_81	FIG|691.12.PEG.2965	100.000	100	343	343	343	705	0.0
lcl|CP009978.1_prot_ALR17381.1_82	FIG|691.12.PEG.2966	100.000	100	397	397	397	817	0.0
lcl|CP009978.1_prot_ALR17382.1_83	FIG|691.12.PEG.2967	99.867	97	774	754	754	1554	0.0
lcl|CP009978.1_prot_ALR17383.1_84	FIG|691.12.PEG.2968	100.000	100	309	309	309	633	0.0
lcl|CP009978.1_prot_ALR17384.1_85	FIG|691.12.PEG.2969	100.000	100	471	471	471	985	0.0
lcl|CP009978.1_prot_ALR18826.1_86	FIG|691.12.PEG.2970	100.000	100	157	173	157	322	5.31e-116
lcl|CP009978.1_prot_ALR17385.1_87	FIG|691.12.PEG.2971	100.000	100	457	457	457	942	0.0
lcl|CP009978.1_prot_ALR17386.1_88	FIG|691.12.PEG.2972	100.000	100	247	247	247	514	0.0
lcl|CP009978.1_prot_ALR17387.1_89	FIG|691.12.PEG.2973	99.552	97	230	223	223	448	1.21e-163
lcl|CP009978.1_prot_ALR17388.1_90	FIG|691.12.PEG.2974	100.000	100	227	227	227	454	3.78e-166
lcl|CP009978.1_prot_ALR17389.1_91	FIG|691.12.PEG.2975	100.000	100	309	309	309	638	0.0
lcl|CP009978.1_prot_ALR17390.1_92	FIG|691.12.PEG.2976	100.000	100	127	127	127	261	4.89e-93
lcl|CP009978.1_prot_ALR18827.1_93	FIG|691.12.PEG.2977	100.000	100	129	129	129	267	3.41e-95
lcl|CP009978.1_prot_ALR18828.1_94	FIG|691.12.PEG.2978	100.000	100	250	251	250	522	0.0
lcl|CP009978.1_prot_ALR17391.1_95	FIG|691.12.PEG.2979	100.000	100	351	351	351	720	0.0
lcl|CP009978.1_prot_ALR17392.1_96	FIG|691.12.PEG.2980	100.000	100	95	95	95	194	2.60e-67
lcl|CP009978.1_prot_ALR17393.1_97	FIG|691.12.PEG.2981	100.000	100	285	285	285	548	0.0
lcl|CP009978.1_prot_ALR17394.1_98	FIG|691.12.PEG.3268	41.667	42	84	436	36	23.9	2.0
lcl|CP009978.1_prot_ALR17395.1_99	FIG|691.12.PEG.2982	100.000	100	726	726	726	1501	0.0
lcl|CP009978.1_prot_ALR17396.1_100	FIG|691.12.PEG.2983	100.000	100	545	545	545	1115	0.0
lcl|CP009978.1_prot_ALR17397.1_101	FIG|691.12.PEG.2984	100.000	100	67	67	67	133	4.29e-44
lcl|CP009978.1_prot_ALR17398.1_102	FIG|691.12.PEG.2985	100.000	100	295	295	295	603	0.0
lcl|CP009978.1_prot_ALR17399.1_103	FIG|691.12.PEG.2986	100.000	100	228	228	228	454	3.35e-166
lcl|CP009978.1_prot_ALR17400.1_104	FIG|691.12.PEG.2987	100.000	100	382	382	382	748	0.0
lcl|CP009978.1_prot_ALR17401.1_105	FIG|691.12.PEG.2988	100.000	100	221	221	221	453	5.60e-166
lcl|CP009978.1_prot_ALR17402.1_106	FIG|691.12.PEG.2989	100.000	100	254	254	254	523	0.0
lcl|CP009978.1_prot_ALR17403.1_107	FIG|691.12.PEG.2990	100.000	100	150	150	150	313	6.73e-113
lcl|CP009978.1_prot_ALR17404.1_108	FIG|691.12.PEG.2991	100.000	100	72	72	72	154	3.80e-52
lcl|CP009978.1_prot_ALR17405.1_109	FIG|691.12.PEG.2992	100.000	100	384	384	384	785	0.0
lcl|CP009978.1_prot_ALR17406.1_110	FIG|691.12.PEG.2993	100.000	100	431	431	431	906	0.0
lcl|CP009978.1_prot_ALR17407.1_111	FIG|691.12.PEG.2994	100.000	100	162	162	162	332	4.97e-120
lcl|CP009978.1_prot_ALR17408.1_112	FIG|691.12.PEG.2995	100.000	100	326	326	326	679	0.0
lcl|CP009978.1_prot_ALR17409.1_113	FIG|691.12.PEG.2996	100.000	100	290	290	290	607	0.0
lcl|CP009978.1_prot_ALR17410.1_114	FIG|691.12.PEG.2997	100.000	100	213	213	213	422	9.55e-154
lcl|CP009978.1_prot_ALR17411.1_115	FIG|691.12.PEG.2998	100.000	100	240	240	240	500	0.0
lcl|CP009978.1_prot_ALR17412.1_116	FIG|691.12.PEG.2999	100.000	100	422	422	422	874	0.0
lcl|CP009978.1_prot_ALR17413.1_117	FIG|691.12.PEG.3000	100.000	100	434	434	434	852	0.0
lcl|CP009978.1_prot_ALR17414.1_118	FIG|691.12.PEG.3001	100.000	100	125	125	125	254	4.06e-90
lcl|CP009978.1_prot_ALR17415.1_119	FIG|691.12.PEG.3002	100.000	100	374	374	374	767	0.0
lcl|CP009978.1_prot_ALR17416.1_120	FIG|691.12.PEG.3003	100.000	100	155	155	155	302	2.57e-108
lcl|CP009978.1_prot_ALR17417.1_121	FIG|691.12.PEG.3004	100.000	100	245	245	245	495	0.0
lcl|CP009978.1_prot_ALR17418.1_122	FIG|691.12.PEG.3005	100.000	100	686	686	686	1425	0.0
lcl|CP009978.1_prot_ALR17419.1_123	FIG|691.12.PEG.3006	100.000	100	225	225	225	466	6.01e-171
lcl|CP009978.1_prot_ALR17420.1_124	FIG|691.12.PEG.3007	100.000	100	734	734	734	1527	0.0
lcl|CP009978.1_prot_ALR17421.1_125	FIG|691.12.PEG.3008	100.000	100	726	726	726	1496	0.0
lcl|CP009978.1_prot_ALR17422.1_126	FIG|691.12.PEG.3009	100.000	100	817	817	817	1700	0.0
lcl|CP009978.1_prot_ALR17423.1_127	FIG|691.12.PEG.3010	100.000	100	902	902	902	1863	0.0
lcl|CP009978.1_prot_ALR18829.1_128	FIG|691.12.PEG.3011	100.000	98	305	293	293	586	0.0
lcl|CP009978.1_prot_ALR18829.1_128	FIG|691.12.PEG.3011	20.690	98	305	293	87	26.2	3.7
lcl|CP009978.1_prot_ALR17424.1_129	FIG|691.12.PEG.3012	100.000	100	141	141	141	288	4.07e-103
lcl|CP009978.1_prot_ALR17425.1_130	FIG|691.12.PEG.3013	100.000	100	205	205	205	425	2.76e-155
lcl|CP009978.1_prot_ALR17426.1_131	FIG|691.12.PEG.3014	100.000	100	100	100	100	206	5.48e-72
lcl|CP009978.1_prot_ALR17427.1_132	FIG|691.12.PEG.3015	100.000	100	358	358	358	746	0.0
lcl|CP009978.1_prot_ALR17428.1_133	FIG|691.12.PEG.3016	100.000	100	406	406	406	805	0.0
lcl|CP009978.1_prot_ALR17429.1_134	FIG|691.12.PEG.3017	100.000	100	289	289	289	601	0.0
lcl|CP009978.1_prot_ALR17430.1_135	FIG|691.12.PEG.3018	100.000	100	397	397	397	819	0.0
lcl|CP009978.1_prot_ALR17431.1_136	FIG|691.12.PEG.3019	100.000	100	1326	1326	1326	2732	0.0
lcl|CP009978.1_prot_ALR17432.1_137	FIG|691.12.PEG.3020	100.000	89	531	475	475	982	0.0
lcl|CP009978.1_prot_ALR17433.1_138	FIG|691.12.PEG.3021	100.000	100	168	168	168	354	1.87e-128
lcl|CP009978.1_prot_ALR17434.1_139	FIG|691.12.PEG.3022	100.000	100	269	269	269	552	0.0
lcl|CP009978.1_prot_ALR17435.1_140	FIG|691.12.PEG.3023	100.000	100	425	425	425	861	0.0
lcl|CP009978.1_prot_ALR17436.1_141	FIG|691.12.PEG.3024	100.000	100	660	660	660	1389	0.0
lcl|CP009978.1_prot_ALR17437.1_142	FIG|691.12.PEG.3025	100.000	100	328	328	328	664	0.0
lcl|CP009978.1_prot_ALR17438.1_143	FIG|691.12.PEG.3026	100.000	100	479	479	479	950	0.0
lcl|CP009978.1_prot_ALR17439.1_144	FIG|691.12.PEG.3027	100.000	100	214	214	214	446	2.39e-163
lcl|CP009978.1_prot_ALR17440.1_145	FIG|691.12.PEG.3028	100.000	100	403	403	403	808	0.0
lcl|CP009978.1_prot_ALR17441.1_146	FIG|691.12.PEG.3029	100.000	100	676	676	676	1397	0.0
lcl|CP009978.1_prot_ALR18830.1_147	FIG|691.12.PEG.3030	99.679	100	312	317	312	643	0.0
lcl|CP009978.1_prot_ALR18831.1_148	FIG|691.12.PEG.3031	100.000	100	275	306	275	570	0.0
lcl|CP009978.1_prot_ALR17442.1_149	FIG|691.12.PEG.3032	100.000	100	318	318	318	621	0.0
lcl|CP009978.1_prot_ALR17443.1_150	FIG|691.12.PEG.3033	100.000	100	316	316	316	625	0.0
lcl|CP009978.1_prot_ALR17444.1_151	FIG|691.12.PEG.3034	100.000	100	253	253	253	520	0.0
lcl|CP009978.1_prot_ALR17445.1_152	FIG|691.12.PEG.3036	100.000	100	203	203	203	418	1.73e-152
lcl|CP009978.1_prot_ALR17446.1_153	FIG|691.12.PEG.3037	100.000	100	512	512	512	1026	0.0
lcl|CP009978.1_prot_ALR17447.1_154	FIG|691.12.PEG.3038	100.000	100	337	337	337	683	0.0
lcl|CP009978.1_prot_ALR17448.1_155	FIG|691.12.PEG.3039	100.000	100	486	486	486	1009	0.0
lcl|CP009978.1_prot_ALR17449.1_156	FIG|691.12.PEG.3040	100.000	100	404	404	404	808	0.0
lcl|CP009978.1_prot_ALR17450.1_157	FIG|691.12.PEG.3041	100.000	100	115	115	115	236	1.28e-83
lcl|CP009978.1_prot_ALR17451.1_158	FIG|691.12.PEG.3042	100.000	100	250	250	250	519	0.0
lcl|CP009978.1_prot_ALR17452.1_159	FIG|691.12.PEG.3043	100.000	51	110	56	56	118	1.97e-37
lcl|CP009978.1_prot_ALR17453.1_160	FIG|691.12.PEG.3044	100.000	100	141	141	141	276	1.49e-98
lcl|CP009978.1_prot_ALR17454.1_161	FIG|691.12.PEG.3045	100.000	97	295	287	287	590	0.0
lcl|CP009978.1_prot_ALR17455.1_162	FIG|691.12.PEG.3046	100.000	68	104	71	71	137	3.31e-45
lcl|CP009978.1_prot_ALR17456.1_163	FIG|691.12.PEG.3047	100.000	100	277	277	277	568	0.0
lcl|CP009978.1_prot_ALR17457.1_164	FIG|691.12.PEG.3048	100.000	100	215	215	215	444	9.52e-163
lcl|CP009978.1_prot_ALR17458.1_165	FIG|691.12.PEG.3049	100.000	100	498	498	498	1025	0.0
lcl|CP009978.1_prot_ALR17459.1_166	FIG|691.12.PEG.3050	100.000	100	446	446	446	928	0.0
lcl|CP009978.1_prot_ALR17460.1_167	FIG|691.12.PEG.3051	100.000	100	304	304	304	632	0.0
lcl|CP009978.1_prot_ALR17461.1_168	FIG|691.12.PEG.3053	100.000	100	399	399	399	829	0.0
lcl|CP009978.1_prot_ALR17462.1_169	FIG|691.12.PEG.3054	100.000	100	295	295	295	611	0.0
lcl|CP009978.1_prot_ALR17463.1_170	FIG|691.12.PEG.3055	100.000	100	128	128	128	268	1.42e-95
lcl|CP009978.1_prot_ALR17464.1_171	FIG|691.12.PEG.3056	100.000	100	483	483	483	961	0.0
lcl|CP009978.1_prot_ALR17465.1_172	FIG|691.12.PEG.3057	100.000	100	307	307	307	628	0.0
lcl|CP009978.1_prot_ALR17466.1_173	FIG|691.12.PEG.3059	100.000	94	466	436	436	870	0.0
lcl|CP009978.1_prot_ALR17467.1_174	FIG|691.12.PEG.3060	100.000	100	430	430	430	878	0.0
lcl|CP009978.1_prot_ALR17468.1_175	FIG|691.12.PEG.3061	100.000	100	139	139	139	286	2.10e-102
lcl|CP009978.1_prot_ALR18832.1_176	FIG|691.12.PEG.3062	100.000	100	379	393	379	783	0.0
lcl|CP009978.1_prot_ALR17469.1_177	FIG|691.12.PEG.3064	100.000	100	277	277	277	580	0.0
lcl|CP009978.1_prot_ALR17470.1_178	FIG|691.12.PEG.3065	100.000	100	152	152	152	311	4.24e-112
lcl|CP009978.1_prot_ALR17471.1_179	FIG|691.12.PEG.3066	100.000	100	514	514	514	1066	0.0
lcl|CP009978.1_prot_ALR17472.1_180	FIG|691.12.PEG.3067	100.000	100	73	73	73	150	1.60e-50
lcl|CP009978.1_prot_ALR17473.1_181	FIG|691.12.PEG.3068	100.000	100	136	136	136	267	3.63e-95
lcl|CP009978.1_prot_ALR17474.1_182	FIG|691.12.PEG.3069	100.000	100	94	94	94	194	2.03e-67
lcl|CP009978.1_prot_ALR17475.1_183	FIG|691.12.PEG.3071	100.000	100	540	540	540	1120	0.0
lcl|CP009978.1_prot_ALR17476.1_184	FIG|691.12.PEG.3072	100.000	100	523	523	523	1083	0.0
lcl|CP009978.1_prot_ALR17477.1_185	FIG|691.12.PEG.3073	100.000	100	723	723	723	1491	0.0
lcl|CP009978.1_prot_ALR18833.1_186	FIG|691.12.PEG.3074	100.000	100	365	365	365	759	0.0
lcl|CP009978.1_prot_ALR17478.1_187	FIG|691.12.PEG.3075	100.000	100	917	917	917	1901	0.0
lcl|CP009978.1_prot_ALR17479.1_188	FIG|691.12.PEG.3076	100.000	100	666	672	666	1398	0.0
lcl|CP009978.1_prot_ALR17480.1_189	FIG|691.12.PEG.3077	100.000	100	728	728	728	1519	0.0
lcl|CP009978.1_prot_ALR17481.1_190	FIG|691.12.PEG.3078	100.000	100	389	389	389	816	0.0
lcl|CP009978.1_prot_ALR17482.1_191	FIG|691.12.PEG.3079	100.000	100	349	349	349	731	0.0
lcl|CP009978.1_prot_ALR17483.1_192	FIG|691.12.PEG.3080	100.000	100	338	338	338	701	0.0
lcl|CP009978.1_prot_ALR17484.1_193	FIG|691.12.PEG.3081	100.000	100	541	541	541	1090	0.0
lcl|CP009978.1_prot_ALR17485.1_194	FIG|691.12.PEG.3082	100.000	100	902	902	902	1891	0.0
lcl|CP009978.1_prot_ALR17486.1_195	FIG|691.12.PEG.3083	100.000	100	389	389	389	796	0.0
lcl|CP009978.1_prot_ALR17487.1_196	FIG|691.12.PEG.3084	100.000	100	667	667	667	1347	0.0
lcl|CP009978.1_prot_ALR17488.1_197	FIG|691.12.PEG.3085	100.000	100	557	557	557	1138	0.0
lcl|CP009978.1_prot_ALR18834.1_198	FIG|691.12.PEG.3086	99.736	100	379	391	379	774	0.0
lcl|CP009978.1_prot_ALR17489.1_199	FIG|691.12.PEG.3087	100.000	100	331	331	331	663	0.0
lcl|CP009978.1_prot_ALR17490.1_200	FIG|691.12.PEG.3088	100.000	100	639	639	639	1329	0.0
lcl|CP009978.1_prot_ALR17491.1_201	FIG|691.12.PEG.3089	100.000	96	573	550	550	1148	0.0
lcl|CP009978.1_prot_ALR17492.1_202	FIG|691.12.PEG.3090	100.000	100	400	400	400	840	0.0
lcl|CP009978.1_prot_ALR17493.1_203	FIG|691.12.PEG.3091	100.000	100	498	498	498	1043	0.0
lcl|CP009978.1_prot_ALR17494.1_204	FIG|691.12.PEG.3092	100.000	100	488	488	488	1014	0.0
lcl|CP009978.1_prot_ALR17495.1_205	FIG|691.12.PEG.3093	100.000	100	307	307	307	630	0.0
lcl|CP009978.1_prot_ALR17496.1_206	FIG|691.12.PEG.3094	100.000	99	713	703	703	1451	0.0
lcl|CP009978.1_prot_ALR17497.1_207	FIG|691.12.PEG.3095	100.000	100	324	324	324	646	0.0
lcl|CP009978.1_prot_ALR17498.1_208	FIG|691.12.PEG.3096	100.000	100	329	329	329	646	0.0
lcl|CP009978.1_prot_ALR17499.1_209	FIG|691.12.PEG.3097	100.000	100	505	505	505	1033	0.0
lcl|CP009978.1_prot_ALR17500.1_210	FIG|691.12.PEG.3098	100.000	100	332	332	332	677	0.0
lcl|CP009978.1_prot_ALR17501.1_211	FIG|691.12.PEG.3100	100.000	100	567	567	567	1177	0.0
lcl|CP009978.1_prot_ALR17502.1_212	FIG|691.12.PEG.3101	100.000	100	244	244	244	511	0.0
lcl|CP009978.1_prot_ALR17503.1_213	FIG|691.12.PEG.3102	100.000	100	500	500	500	1044	0.0
lcl|CP009978.1_prot_ALR17504.1_214	FIG|691.12.PEG.3103	100.000	100	278	278	278	578	0.0
lcl|CP009978.1_prot_ALR18835.1_215	FIG|691.12.PEG.3104	99.713	100	349	359	349	730	0.0
lcl|CP009978.1_prot_ALR17505.1_216	FIG|691.12.PEG.3105	100.000	100	312	312	312	652	0.0
lcl|CP009978.1_prot_ALR17506.1_217	FIG|691.12.PEG.3106	100.000	100	464	464	464	941	0.0
lcl|CP009978.1_prot_ALR17507.1_218	FIG|691.12.PEG.3107	100.000	100	81	81	81	171	6.42e-59
lcl|CP009978.1_prot_ALR18836.1_219	FIG|691.12.PEG.3108	99.632	100	272	326	272	537	0.0
lcl|CP009978.1_prot_ALR17508.1_220	FIG|691.12.PEG.3109	100.000	100	283	283	283	578	0.0
lcl|CP009978.1_prot_ALR17509.1_221	FIG|691.12.PEG.3110	100.000	100	343	343	343	699	0.0
lcl|CP009978.1_prot_ALR17510.1_222	FIG|691.12.PEG.3111	100.000	100	471	471	471	980	0.0
lcl|CP009978.1_prot_ALR18837.1_223	FIG|691.12.PEG.3112	100.000	100	485	491	485	1013	0.0
lcl|CP009978.1_prot_ALR17511.1_224	FIG|691.12.PEG.3113	100.000	100	241	241	241	478	4.05e-175
lcl|CP009978.1_prot_ALR17512.1_225	FIG|691.12.PEG.3114	100.000	100	258	258	258	536	0.0
lcl|CP009978.1_prot_ALR17513.1_226	FIG|691.12.PEG.3115	100.000	100	231	231	231	471	8.91e-173
lcl|CP009978.1_prot_ALR17514.1_227	FIG|691.12.PEG.3116	100.000	100	829	829	829	1676	0.0
lcl|CP009978.1_prot_ALR17515.1_228	FIG|691.12.PEG.3117	100.000	100	369	369	369	769	0.0
lcl|CP009978.1_prot_ALR17516.1_229	FIG|691.12.PEG.3118	100.000	100	299	299	299	632	0.0
lcl|CP009978.1_prot_ALR17517.1_230	FIG|691.12.PEG.3119	100.000	100	140	140	140	286	2.61e-102
lcl|CP009978.1_prot_ALR17518.1_231	FIG|691.12.PEG.3120	100.000	100	152	152	152	308	1.30e-110
lcl|CP009978.1_prot_ALR17519.1_232	FIG|691.12.PEG.3121	100.000	100	185	185	185	386	1.77e-140
lcl|CP009978.1_prot_ALR17520.1_233	FIG|691.12.PEG.3122	100.000	100	522	522	522	1064	0.0
lcl|CP009978.1_prot_ALR17521.1_234	FIG|691.12.PEG.3123	100.000	100	523	523	523	1095	0.0
lcl|CP009978.1_prot_ALR17522.1_235	FIG|691.12.PEG.3124	100.000	100	333	333	333	696	0.0
lcl|CP009978.1_prot_ALR17523.1_236	FIG|691.12.PEG.3125	100.000	94	235	221	221	447	3.28e-163
lcl|CP009978.1_prot_ALR17524.1_237	FIG|691.12.PEG.3126	100.000	100	158	158	158	325	2.33e-117
lcl|CP009978.1_prot_ALR17525.1_238	FIG|691.12.PEG.3127	100.000	100	82	82	82	173	1.27e-59
lcl|CP009978.1_prot_ALR17526.1_239	FIG|691.12.PEG.3128	100.000	100	497	497	497	981	0.0
